date,content,tweets-cleaned,tweets-norm,stopwords-remove,stemmed_tweets,tokenized_content,tokenized_without_stemmed,label-fix
2023-01-27 14:51:50,eh kata gue supir biskita alumni supir angkot SOALNYA NGEBUT BGT,eh kata gue supir biskita alumni supir angkot soalnya ngebut bgt,eh kata aku supir biskita alumni supir angkot soalnya ngebut banget,eh supir biskita alumni supir angkot ngebut banget,eh supir biskita alumni supir angkot ngebut banget,"['eh', 'supir', 'biskita', 'alumni', 'supir', 'angkot', 'ngebut', 'banget']","['eh', 'supir', 'biskita', 'alumni', 'supir', 'angkot', 'ngebut', 'banget']",Negatif
2023-01-27 14:33:33,"@ipb_menfess G bakal naik krl, gabakal tau kalo ada biskita, gabakal pergi ke Jakarta sendiri tanpa ortu, gabakal tau bara, gabakal tau rasanya asrama, gabakal naik kapal demi kuliah😭",g bakal naik krl gabakal tau kalo ada biskita gabakal pergi ke jakarta sendiri tanpa ortu gabakal tau bara gabakal tau rasanya asrama gabakal naik kapal demi kuliah,enggak bakal naik krl enggak bakal tau kalo ada biskita enggak bakal pergi ke jakarta sendiri tanpa orang tua enggak bakal tau bara enggak bakal tau rasanya asrama enggak bakal naik kapal demi kuliah,naik krl tau kalo biskita pergi jakarta orang tua tau bara tau asrama naik kapal demi kuliah,naik krl tau kalo biskita pergi jakarta orang tua tau bara tau asrama naik kapal demi kuliah,"['naik', 'krl', 'tau', 'kalo', 'biskita', 'pergi', 'jakarta', 'orang', 'tua', 'tau', 'bara', 'tau', 'asrama', 'naik', 'kapal', 'demi', 'kuliah']","['naik', 'krl', 'tau', 'kalo', 'biskita', 'pergi', 'jakarta', 'orang', 'tua', 'tau', 'bara', 'tau', 'asrama', 'naik', 'kapal', 'demi', 'kuliah']",Netral
2023-01-27 14:03:03,"@bdngfess Di bogor mayoritas gituu kok, kl orang2 naik biskita turunnya pada bilang makasiii",di bogor mayoritas gituu kok kl orang naik biskita turunnya pada bilang makasi,di bogor mayoritas begitu kok kalo orang naik biskita turunnya pada bilang terimakasih,bogor mayoritas kalo orang naik biskita turunnya bilang terimakasih,bogor mayoritas kalo orang naik biskita turun bilang terimakasih,"['bogor', 'mayoritas', 'kalo', 'orang', 'naik', 'biskita', 'turun', 'bilang', 'terimakasih']","['bogor', 'mayoritas', 'kalo', 'orang', 'naik', 'biskita', 'turunnya', 'bilang', 'terimakasih']",Positif
2023-01-27 13:13:27,Dibogor kalo naik biskita juga gini kok,dibogor kalo naik biskita juga gini kok,dibogor kalo naik biskita juga begini kok,dibogor kalo naik biskita begini,bogor kalo naik biskita begini,"['bogor', 'kalo', 'naik', 'biskita', 'begini']","['dibogor', 'kalo', 'naik', 'biskita', 'begini']",Netral
2023-01-27 12:57:54,Min @Biskita_id tarif dari halte stasiun ke ciawi berapa,min tarif dari halte stasiun ke ciawi berapa,min tarif dari halte stasiun ke ciawi berapa,min tarif halte stasiun ciawi berapa,min tarif halte stasiun ciawi berapa,"['min', 'tarif', 'halte', 'stasiun', 'ciawi', 'berapa']","['min', 'tarif', 'halte', 'stasiun', 'ciawi', 'berapa']",Netral
2023-01-27 12:35:03,"@mavenbeibih Iyakann, btw biskita armadanya banyak ga be?",iyakann btw biskita armadanya banyak ga be,iyakann btw biskita armadanya banyak enggak be,iyakann btw biskita armadanya be,iyakann btw biskita armada be,"['iyakann', 'btw', 'biskita', 'armada', 'be']","['iyakann', 'btw', 'biskita', 'armadanya', 'be']",Netral
2023-01-27 12:21:08,"yang anak Bogor, cara naik biskita transpakuan(?) itu gimana deh?",yang anak bogor cara naik biskita transpakuan itu gimana deh,yang anak bogor cara naik biskita transpakuan itu bagaimana deh,anak bogor naik biskita transpakuan bagaimana deh,anak bogor naik biskita transpakuan bagaimana deh,"['anak', 'bogor', 'naik', 'biskita', 'transpakuan', 'bagaimana', 'deh']","['anak', 'bogor', 'naik', 'biskita', 'transpakuan', 'bagaimana', 'deh']",Netral
2023-01-27 11:41:18,info dakss biskita masih bayar atau ngga ya? nuhun [bgr],info dakss biskita masih bayar atau ngga ya nuhun bgr,info dakss biskita masih bayar atau enggak ya nuhun bgr,info dakss biskita bayar ya nuhun bgr,info dakss biskita bayar ya nuhun bgr,"['info', 'dakss', 'biskita', 'bayar', 'ya', 'nuhun', 'bgr']","['info', 'dakss', 'biskita', 'bayar', 'ya', 'nuhun', 'bgr']",Netral
2023-01-27 11:12:52,"Para pengguna biskita :
😃😃😃😃😃","para pengguna biskita 
",para pengguna biskita,pengguna biskita,guna biskita,"['guna', 'biskita']","['pengguna', 'biskita']",Spam/Hapus
2023-01-27 10:59:38,"@hrdbacot Maen ke bogor, ada biskita. Kebanyakan pada begitu. Maklum masih gratis ga tau deh nanti kalo udh bayar.",maen ke bogor ada biskita kebanyakan pada begitu maklum masih gratis ga tau deh nanti kalo udh bayar,main ke bogor ada biskita kebanyakan pada begitu maklum masih gratis enggak tau deh nanti kalo sudah bayar,main bogor biskita kebanyakan maklum gratis tau deh kalo bayar,main bogor biskita banyak maklum gratis tau deh kalo bayar,"['main', 'bogor', 'biskita', 'banyak', 'maklum', 'gratis', 'tau', 'deh', 'kalo', 'bayar']","['main', 'bogor', 'biskita', 'kebanyakan', 'maklum', 'gratis', 'tau', 'deh', 'kalo', 'bayar']",Positif
2023-01-27 10:29:10,Naik biskita lebih tertib dan sopan santun ketimbang naik busway 👍,naik biskita lebih tertib dan sopan santun ketimbang naik busway,naik biskita lebih tertib dan sopan santun ketimbang naik busway,naik biskita tertib sopan santun ketimbang naik busway,naik biskita tertib sopan santun ketimbang naik busway,"['naik', 'biskita', 'tertib', 'sopan', 'santun', 'ketimbang', 'naik', 'busway']","['naik', 'biskita', 'tertib', 'sopan', 'santun', 'ketimbang', 'naik', 'busway']",Positif
2023-01-27 10:01:23,biskita sebrang udh penuh kagak jalan njir https://t.co/JNu891SgOP,biskita sebrang udh penuh kagak jalan njir,biskita sebrang sudah penuh kagak jalan anjing,biskita sebrang penuh kagak jalan anjing,biskita sebrang penuh kagak jalan anjing,"['biskita', 'sebrang', 'penuh', 'kagak', 'jalan', 'anjing']","['biskita', 'sebrang', 'penuh', 'kagak', 'jalan', 'anjing']",Negatif
2023-01-27 09:51:04,"akhirnya naik biskita (lagi) setelah sekian lama karena jalan angkot udah bener :""D",akhirnya naik biskita lagi setelah sekian lama karena jalan angkot udah bener d,akhirnya naik biskita lagi setelah sekian lama karena jalan angkot sudah benar di,naik biskita sekian lama jalan angkot,naik biskita sekian lama jalan angkot,"['naik', 'biskita', 'sekian', 'lama', 'jalan', 'angkot']","['naik', 'biskita', 'sekian', 'lama', 'jalan', 'angkot']",Positif
2023-01-27 08:53:43,@hrdbacot biskita bogor juga bilang makasih,biskita bogor juga bilang makasih,biskita bogor juga bilang terimakasih,biskita bogor bilang terimakasih,biskita bogor bilang terimakasih,"['biskita', 'bogor', 'bilang', 'terimakasih']","['biskita', 'bogor', 'bilang', 'terimakasih']",Positif
2023-01-27 08:41:08,@hrdbacot Naik transpakuan/biskita bogor juga sering ada yg bilang makasih ke pak supirnya,naik transpakuan biskita bogor juga sering ada yg bilang makasih ke pak supirnya,naik transpakuan biskita bogor juga sering ada yang bilang terimakasih ke pak supirnya,naik transpakuan biskita bogor bilang terimakasih supirnya,naik transpakuan biskita bogor bilang terimakasih supirnya,"['naik', 'transpakuan', 'biskita', 'bogor', 'bilang', 'terimakasih', 'supirnya']","['naik', 'transpakuan', 'biskita', 'bogor', 'bilang', 'terimakasih', 'supirnya']",Positif
2023-01-27 07:58:51,"@hrdbacot di bogor juga kalo naik biskita, turunnya pada teriak makasih paak! yaa yg langsung turun jg ada sih",di bogor juga kalo naik biskita turunnya pada teriak makasih paak yaa yg langsung turun jg ada sih,di bogor juga kalo naik biskita turunnya pada teriak terimakasih paak ya yang langsung turun juga ada sih,bogor kalo naik biskita turunnya teriak terimakasih paak ya langsung turun sih,bogor kalo naik biskita turun teriak terimakasih paak ya langsung turun sih,"['bogor', 'kalo', 'naik', 'biskita', 'turun', 'teriak', 'terimakasih', 'paak', 'ya', 'langsung', 'turun', 'sih']","['bogor', 'kalo', 'naik', 'biskita', 'turunnya', 'teriak', 'terimakasih', 'paak', 'ya', 'langsung', 'turun', 'sih']",Positif
2023-01-27 07:57:00,Di bogor kalau naik trans pakuan Ge gini da,di bogor kalau naik transpakuan ge gini da,di bogor kalau naik transpakuan ge begini dah,bogor naik transpakuan ge begini dah,bogor naik transpakuan ge begini dah,"['bogor', 'naik', 'transpakuan', 'ge', 'begini', 'dah']","['bogor', 'naik', 'transpakuan', 'ge', 'begini', 'dah']",Positif
2023-01-27 07:42:25,"@hrdbacot Di bogor jg gt nder turun trans pakuan bilang ""makasih pak"". Emg ada yg aneh ya dg bilang makasih?",di bogor jg gt nder turun transpakuan bilang makasih pak emg ada yg aneh ya dg bilang makasih,di bogor juga begitu nder turun transpakuan bilang terimakasih pak memang ada yang aneh ya dengan bilang terimakasih,bogor nder turun transpakuan bilang terimakasih aneh ya bilang terimakasih,bogor nder turun transpakuan bilang terimakasih aneh ya bilang terimakasih,"['bogor', 'nder', 'turun', 'transpakuan', 'bilang', 'terimakasih', 'aneh', 'ya', 'bilang', 'terimakasih']","['bogor', 'nder', 'turun', 'transpakuan', 'bilang', 'terimakasih', 'aneh', 'ya', 'bilang', 'terimakasih']",Netral
2023-01-26 14:55:58,@txtdaribogor Bisa percepat peralihan dari angkot ke transpakuan mungkin ya. Angkot bikin ruwet banget.,bisa percepat peralihan dari angkot ke transpakuan mungkin ya angkot bikin ruwet banget,bisa percepat peralihan dari angkot ke transpakuan mungkin ya angkot bikin ruwet banget,bisa percepat peralihan angkot transpakuan ya angkot bikin ruwet banget,bisa cepat alih angkot transpakuan ya angkot bikin ruwet banget,"['bisa', 'cepat', 'alih', 'angkot', 'transpakuan', 'ya', 'angkot', 'bikin', 'ruwet', 'banget']","['bisa', 'percepat', 'peralihan', 'angkot', 'transpakuan', 'ya', 'angkot', 'bikin', 'ruwet', 'banget']",Positif
2023-01-26 14:35:21,"Tadi di biskita aku ketemu alumni angkatan 2017 skrng dia jadi guruuu!ngobrol banyak dan dia bilang ditengah2 deee jangan cape yaa, huhuhu",tadi di biskita aku ketemu alumni angkatan skrng dia jadi guru ngobrol banyak dan dia bilang ditengah de jangan cape yaa huhuhu,tadi di biskita aku ketemu alumni angkatan sekarang dia jadi guru mengobrol banyak dan dia bilang ditengah deh jangan capek ya huhuhu,biskita ketemu alumni angkatan sekarang guru mengobrol bilang ditengah deh capek ya huhuhu,biskita ketemu alumni angkat sekarang guru obrol bilang tengah deh capek ya huhuhu,"['biskita', 'ketemu', 'alumni', 'angkat', 'sekarang', 'guru', 'obrol', 'bilang', 'tengah', 'deh', 'capek', 'ya', 'huhuhu']","['biskita', 'ketemu', 'alumni', 'angkatan', 'sekarang', 'guru', 'mengobrol', 'bilang', 'ditengah', 'deh', 'capek', 'ya', 'huhuhu']",Netral
2023-01-26 10:31:18,biskita can't use the bus stop properly because of ANGKOT,biskita can t use the bus stop properly because of angkot,biskita can t use the bus stop properly because of angkot,biskita can t use the bus stop properly because of angkot,biskita can t use the bus stop properly because of angkot,"['biskita', 'can', 't', 'use', 'the', 'bus', 'stop', 'properly', 'because', 'of', 'angkot']","['biskita', 'can', 't', 'use', 'the', 'bus', 'stop', 'properly', 'because', 'of', 'angkot']",Negatif
2023-01-26 08:07:11,Rute Bus Trans Pakuan Bogor - https://t.co/EvIW1VwAzg https://t.co/QVhjMLFBN7,rute bus trans pakuan bogor,rute bus trans pakuan bogor,rute bus trans pakuan bogor,rute bus trans paku bogor,"['rute', 'bus', 'trans', 'paku', 'bogor']","['rute', 'bus', 'trans', 'pakuan', 'bogor']",Netral
2023-01-26 07:05:59,"Tiap berangkat kerja naik biskita ke arah botani berasa tuwir banget, ketemu anak kuliah sama anak smk pulang gini😩",tiap berangkat kerja naik biskita ke arah botani berasa tuwir banget ketemu anak kuliah sama anak smk pulang gini,tiap berangkat kerja naik biskita ke arah botani berasa tuwir banget ketemu anak kuliah sama anak smk pulang begini,berangkat kerja naik biskita arah botani berasa tuwir banget ketemu anak kuliah anak smk pulang begini,berangkat kerja naik biskita arah botani asa tuwir banget ketemu anak kuliah anak smk pulang begini,"['berangkat', 'kerja', 'naik', 'biskita', 'arah', 'botani', 'asa', 'tuwir', 'banget', 'ketemu', 'anak', 'kuliah', 'anak', 'smk', 'pulang', 'begini']","['berangkat', 'kerja', 'naik', 'biskita', 'arah', 'botani', 'berasa', 'tuwir', 'banget', 'ketemu', 'anak', 'kuliah', 'anak', 'smk', 'pulang', 'begini']",Positif
2023-01-26 03:24:53,"nyampe bogor malem, besoknya rencana mau belanja barang2 buat di kosan kaya ember, piring, dll. eh ternyata kami malah mau jalan2 krn aku blm pernah jg ke bogor, dan sampailah di krb dengan naik biskita pertama kalinya",nyampe bogor malem besoknya rencana mau belanja barang buat di kosan kaya ember piring dll eh ternyata kami malah mau jalan krn aku blm pernah jg ke bogor dan sampailah di krb dengan naik biskita pertama kalinya,sampai bogor malam besoknya rencana mau belanja barang buat di kosan kayak ember piring dll eh ternyata kami malah mau jalan karena aku belum pernah juga ke bogor dan sampailah di krb dengan naik biskita pertama kalinya,bogor malam besoknya rencana mau belanja barang kosan kayak ember piring dll eh mau jalan belum bogor sampailah krb naik biskita kalinya,bogor malam besok rencana mau belanja barang kosan kayak ember piring dll eh mau jalan belum bogor sampai krb naik biskita kali,"['bogor', 'malam', 'besok', 'rencana', 'mau', 'belanja', 'barang', 'kosan', 'kayak', 'ember', 'piring', 'dll', 'eh', 'mau', 'jalan', 'belum', 'bogor', 'sampai', 'krb', 'naik', 'biskita', 'kali']","['bogor', 'malam', 'besoknya', 'rencana', 'mau', 'belanja', 'barang', 'kosan', 'kayak', 'ember', 'piring', 'dll', 'eh', 'mau', 'jalan', 'belum', 'bogor', 'sampailah', 'krb', 'naik', 'biskita', 'kalinya']",Positif
2023-01-26 01:07:18,biskita pada kemana sih ah anj. gue udah di halte 10 menit lebih awal pun tetep gaada. kemarin nunggu sampe 45 menit. edan.,biskita pada kemana sih ah anj gue udah di halte menit lebih awal pun tetep gaada kemarin nunggu sampe menit edan,biskita pada kemana sih ah anjing aku sudah di halte menit lebih awal pun tetap enggak ada kemarin menunggu sampai menit edan,biskita kemana sih ah anjing halte menit kemarin menunggu menit edan,biskita mana sih ah anjing halte menit kemarin tunggu menit edan,"['biskita', 'mana', 'sih', 'ah', 'anjing', 'halte', 'menit', 'kemarin', 'tunggu', 'menit', 'edan']","['biskita', 'kemana', 'sih', 'ah', 'anjing', 'halte', 'menit', 'kemarin', 'menunggu', 'menit', 'edan']",Negatif
2023-01-26 00:37:14,@lukmans_ad Biskita?,biskita,biskita,biskita,biskita,['biskita'],['biskita'],Netral
2023-01-25 12:52:40,Bersama biskita.,bersama biskita,bersama biskita,biskita,biskita,['biskita'],['biskita'],Positif
2023-01-25 08:18:30,naik biskita ceritanya emang lucu lucu siah,naik biskita ceritanya emang lucu lucu siah,naik biskita ceritanya memang lucu lucu siah,naik biskita ceritanya lucu lucu siah,naik biskita cerita lucu lucu siah,"['naik', 'biskita', 'cerita', 'lucu', 'lucu', 'siah']","['naik', 'biskita', 'ceritanya', 'lucu', 'lucu', 'siah']",Positif
2023-01-25 01:45:21,"tapi ini teh demi apapun asli EMG BENERAN KESEL YG KESEL BNGT GITU LOH

kalo naik motor gapapa dah, kalo naik biskita teh semuanya yaaaa APA ANJING","tapi ini teh demi apapun asli emg beneran kesel yg kesel bngt gitu loh

kalo naik motor gapapa dah kalo naik biskita teh semuanya yaa apa anjing",tapi ini teh demi apapun asli memang benaran kesel yang kesel banget begitu loh kalo naik motor gapapa udah kalo naik biskita teh semuanya ya apa anjing,teh demi apapun asli benaran kesel kesel banget loh kalo naik motor gapapa udah kalo naik biskita teh ya apa anjing,teh demi apa asli benar kesel kesel banget loh kalo naik motor gapapa udah kalo naik biskita teh ya apa anjing,"['teh', 'demi', 'apa', 'asli', 'benar', 'kesel', 'kesel', 'banget', 'loh', 'kalo', 'naik', 'motor', 'gapapa', 'udah', 'kalo', 'naik', 'biskita', 'teh', 'ya', 'apa', 'anjing']","['teh', 'demi', 'apapun', 'asli', 'benaran', 'kesel', 'kesel', 'banget', 'loh', 'kalo', 'naik', 'motor', 'gapapa', 'udah', 'kalo', 'naik', 'biskita', 'teh', 'ya', 'apa', 'anjing']",Negatif
2023-01-25 01:41:13,"kalo ktanya jam 1 pd kelas mah ya gausah anjir dikata naik biskita langsung satsetsatset apa hwhwhwhwhwhwhw lama anjir nunggunya itu jg lama.. masa iya jadinya disana kek buru2 gitu, wawancara tuh 2 jam pasti ga berasa😭😭😭😭",kalo ktanya jam pd kelas mah ya gausah anjir dikata naik biskita langsung satsetsatset apa hwhwhwhwhwhwhw lama anjir nunggunya itu jg lama masa iya jadinya disana kek buru gitu wawancara tuh jam pasti ga berasa,kalo katanya jam pada kelas mah ya enggak usah anjing dikata naik biskita langsung satsetsatset apa hwhwhwhwhwhwhw lama anjing nunggunya itu juga lama masa iya jadinya disana kayak buru begitu wawancara tuh jam pasti enggak berasa,kalo jam kelas mah ya usah anjing dikata naik biskita langsung satsetsatset apa hwhwhwhwhwhwhw lama anjing nunggunya lama iya disana kayak buru wawancara tuh jam berasa,kalo jam kelas mah ya usah anjing kata naik biskita langsung satsetsatset apa hwhwhwhwhwhwhw lama anjing nunggunya lama iya sana kayak buru wawancara tuh jam asa,"['kalo', 'jam', 'kelas', 'mah', 'ya', 'usah', 'anjing', 'kata', 'naik', 'biskita', 'langsung', 'satsetsatset', 'apa', 'hwhwhwhwhwhwhw', 'lama', 'anjing', 'nunggunya', 'lama', 'iya', 'sana', 'kayak', 'buru', 'wawancara', 'tuh', 'jam', 'asa']","['kalo', 'jam', 'kelas', 'mah', 'ya', 'usah', 'anjing', 'dikata', 'naik', 'biskita', 'langsung', 'satsetsatset', 'apa', 'hwhwhwhwhwhwhw', 'lama', 'anjing', 'nunggunya', 'lama', 'iya', 'disana', 'kayak', 'buru', 'wawancara', 'tuh', 'jam', 'berasa']",Negatif
2023-01-25 01:41:13,"ishhhh atuh gmn ya katanya teh kmrn jam 10 udh disana, trnyata mlh jam 10 baru brngkt. mana naik biskita lg semuanya👎👎👎",ishh atuh gmn ya katanya teh kmrn jam udh disana trnyata mlh jam baru brngkt mana naik biskita lg semuanya,ishh atuh bagaimana ya katanya teh kemarin jam sudah disana ternyata malah jam baru berangkat mana naik biskita lagi semuanya,ishh atuh bagaimana ya teh kemarin jam disana jam berangkat mana naik biskita,ishh atuh bagaimana ya teh kemarin jam sana jam berangkat mana naik biskita,"['ishh', 'atuh', 'bagaimana', 'ya', 'teh', 'kemarin', 'jam', 'sana', 'jam', 'berangkat', 'mana', 'naik', 'biskita']","['ishh', 'atuh', 'bagaimana', 'ya', 'teh', 'kemarin', 'jam', 'disana', 'jam', 'berangkat', 'mana', 'naik', 'biskita']",Negatif
2023-01-25 01:39:51,"Biarpun tadi bete nunggu @Biskita_id Bubulak-Ciawi lama banget, eh dapet notif m-banking langsung full senyum :)))",biarpun tadi bete nunggu bubulak ciawi lama banget eh dapet notif m banking langsung full senyum,biarpun tadi bete menunggu bubulak ciawi lama banget eh dapat notif sama banking langsung full senyum,biarpun bete menunggu bubulak ciawi lama banget eh notif banking langsung full senyum,biarpun bete tunggu bubulak ciawi lama banget eh notif banking langsung full senyum,"['biarpun', 'bete', 'tunggu', 'bubulak', 'ciawi', 'lama', 'banget', 'eh', 'notif', 'banking', 'langsung', 'full', 'senyum']","['biarpun', 'bete', 'menunggu', 'bubulak', 'ciawi', 'lama', 'banget', 'eh', 'notif', 'banking', 'langsung', 'full', 'senyum']",Negatif
2023-01-25 01:38:17,Nunggu biskita bisa menunaikan zakat dan naik haji bila mampu dlu,nunggu biskita bisa menunaikan zakat dan naik haji bila mampu dlu,menunggu biskita bisa menunaikan zakat dan naik haji bila mampu dulu,menunggu biskita bisa menunaikan zakat naik haji,tunggu biskita bisa tunai zakat naik haji,"['tunggu', 'biskita', 'bisa', 'tunai', 'zakat', 'naik', 'haji']","['menunggu', 'biskita', 'bisa', 'menunaikan', 'zakat', 'naik', 'haji']",Negatif
2023-01-24 17:42:10,"naik krl tuh berdiri tanpa pegangan masih aman krn krl kan jalannya lurus dan tidak berhenti mendadak ya..

naik biskita tuh... dr kota ke gunbat pas belokan mau naik ke sarijan pegangan aja berasa ingin menjatuhkan diri ke yg duduk..","naik krl tuh berdiri tanpa pegangan masih aman krn krl kan jalannya lurus dan tidak berhenti mendadak ya 

naik biskita tuh dr kota ke gunbat pas belokan mau naik ke sarijan pegangan aja berasa ingin menjatuhkan diri ke yg duduk",naik krl tuh berdiri tanpa pegangan masih aman karena krl kan jalannya lurus dan tidak berhenti mendadak ya naik biskita tuh dari kota ke gunbat pas belokan mau naik ke sarijan pegangan saja berasa ingin menjatuhkan diri ke yang duduk,naik krl tuh berdiri pegangan aman krl jalannya lurus tidak berhenti mendadak ya naik biskita tuh kota gunbat pas belokan mau naik sarijan pegangan berasa menjatuhkan duduk,naik krl tuh diri pegang aman krl jalan lurus tidak henti dadak ya naik biskita tuh kota gunbat pas belok mau naik sarijan pegang asa jatuh duduk,"['naik', 'krl', 'tuh', 'diri', 'pegang', 'aman', 'krl', 'jalan', 'lurus', 'tidak', 'henti', 'dadak', 'ya', 'naik', 'biskita', 'tuh', 'kota', 'gunbat', 'pas', 'belok', 'mau', 'naik', 'sarijan', 'pegang', 'asa', 'jatuh', 'duduk']","['naik', 'krl', 'tuh', 'berdiri', 'pegangan', 'aman', 'krl', 'jalannya', 'lurus', 'tidak', 'berhenti', 'mendadak', 'ya', 'naik', 'biskita', 'tuh', 'kota', 'gunbat', 'pas', 'belokan', 'mau', 'naik', 'sarijan', 'pegangan', 'berasa', 'menjatuhkan', 'duduk']",Spam/Hapus
2023-01-24 17:03:50,merasa keren karena bisa ngasi petunjuk 3 dari 6 trek biskita tanpa baca apps/google,merasa keren karena bisa ngasi petunjuk dari trek biskita tanpa baca apps google,merasa keren karena bisa mengasih petunjuk dari trek biskita tanpa baca apps google,keren bisa mengasih petunjuk trek biskita baca apps google,keren bisa asih tunjuk trek biskita baca apps google,"['keren', 'bisa', 'asih', 'tunjuk', 'trek', 'biskita', 'baca', 'apps', 'google']","['keren', 'bisa', 'mengasih', 'petunjuk', 'trek', 'biskita', 'baca', 'apps', 'google']",Netral
2023-01-24 15:56:49,@bogorfess_ Tidak disarankan gabut tu naik biskita hahahahaha,tidak disarankan gabut tu naik biskita hahahahaha,tidak disarankan gabut itu naik biskita hahahahaha,tidak disarankan gabut naik biskita hahahahaha,tidak saran gabut naik biskita hahahahaha,"['tidak', 'saran', 'gabut', 'naik', 'biskita', 'hahahahaha']","['tidak', 'disarankan', 'gabut', 'naik', 'biskita', 'hahahahaha']",Negatif
2023-01-24 14:44:05,"@bogorfess_ nonton bioskop sih, naik biskita keliling di jam-jam ramai (khususnya setelah pulang kerja) bukannya healing malah olahraga betis.",nonton bioskop sih naik biskita keliling di jam jam ramai khususnya setelah pulang kerja bukannya healing malah olahraga betis,menonton bioskop sih naik biskita keliling di jam jam ramai khususnya setelah pulang kerja bukannya healing malah olahraga betis,menonton bioskop sih naik biskita keliling jam jam ramai pulang kerja healing olahraga betis,tonton bioskop sih naik biskita keliling jam jam ramai pulang kerja healing olahraga betis,"['tonton', 'bioskop', 'sih', 'naik', 'biskita', 'keliling', 'jam', 'jam', 'ramai', 'pulang', 'kerja', 'healing', 'olahraga', 'betis']","['menonton', 'bioskop', 'sih', 'naik', 'biskita', 'keliling', 'jam', 'jam', 'ramai', 'pulang', 'kerja', 'healing', 'olahraga', 'betis']",Negatif
2023-01-24 14:34:48,"[bgr] lagi galau niatnya pulang kerja mau ""nyendiri"" mending jalan keliling SSA, nonton bioskop atau naik biskita keliling ya daks? mungkin ada saran lain?",bgr lagi galau niatnya pulang kerja mau nyendiri mending jalan keliling ssa nonton bioskop atau naik biskita keliling ya daks mungkin ada saran lain,bgr lagi galau niatnya pulang kerja mau nyendiri mending jalan keliling ssa menonton bioskop atau naik biskita keliling ya daks mungkin ada saran lain,bgr galau niatnya pulang kerja mau nyendiri mending jalan keliling ssa menonton bioskop naik biskita keliling ya daks saran,bgr galau niat pulang kerja mau nyendiri mending jalan keliling ssa tonton bioskop naik biskita keliling ya daks saran,"['bgr', 'galau', 'niat', 'pulang', 'kerja', 'mau', 'nyendiri', 'mending', 'jalan', 'keliling', 'ssa', 'tonton', 'bioskop', 'naik', 'biskita', 'keliling', 'ya', 'daks', 'saran']","['bgr', 'galau', 'niatnya', 'pulang', 'kerja', 'mau', 'nyendiri', 'mending', 'jalan', 'keliling', 'ssa', 'menonton', 'bioskop', 'naik', 'biskita', 'keliling', 'ya', 'daks', 'saran']",Positif
2023-01-24 07:13:40,"Nongki disini, siapa tau ketemu jodoh anak SB. Padahal sebenernya nunggu biskita mau pulang. https://t.co/F9pLGcn1RP",nongki disini siapa tau ketemu jodoh anak sb padahal sebenernya nunggu biskita mau pulang,nongki disini siapa tau ketemu jodoh anak sb padahal sebenarnya menunggu biskita mau pulang,nongki tau ketemu jodoh anak sb menunggu biskita mau pulang,nongki tau ketemu jodoh anak sb tunggu biskita mau pulang,"['nongki', 'tau', 'ketemu', 'jodoh', 'anak', 'sb', 'tunggu', 'biskita', 'mau', 'pulang']","['nongki', 'tau', 'ketemu', 'jodoh', 'anak', 'sb', 'menunggu', 'biskita', 'mau', 'pulang']",Negatif
2023-01-24 07:12:34,Halo guys mau numpang tanya kalau dari SD Bangka ke halte delima jaya jalan baru naik biskita K berapa ya? Terus kalau jam set6 pagi biskita udah ada belum ya? TIA [Bgr],halo guys mau numpang tanya kalau dari sd bangka ke halte delima jaya jalan baru naik biskita berapa ya terus kalau jam set pagi biskita udah ada belum ya tia bgr,halo guys mau numpang tanya kalau dari sd bangka ke halte delima jaya jalan baru naik biskita berapa ya terus kalau jam set pagi biskita sudah ada belum ya tia bgr,halo guys mau numpang tanya sd bangka halte delima jaya jalan naik biskita berapa ya jam set pagi biskita belum ya tia bgr,halo guys mau numpang tanya sd bangka halte delima jaya jalan naik biskita berapa ya jam set pagi biskita belum ya tia bgr,"['halo', 'guys', 'mau', 'numpang', 'tanya', 'sd', 'bangka', 'halte', 'delima', 'jaya', 'jalan', 'naik', 'biskita', 'berapa', 'ya', 'jam', 'set', 'pagi', 'biskita', 'belum', 'ya', 'tia', 'bgr']","['halo', 'guys', 'mau', 'numpang', 'tanya', 'sd', 'bangka', 'halte', 'delima', 'jaya', 'jalan', 'naik', 'biskita', 'berapa', 'ya', 'jam', 'set', 'pagi', 'biskita', 'belum', 'ya', 'tia', 'bgr']",Netral
